slot_id,old_Word_baseline_SHA,old_location,table_cell_or_context,MR,CL,old_claim,old_numeric_token,current_evidence_path,evidence_row_key,new_numeric,unit,population,candidate,disposition,missing_condition,candidate_new_section,Word_status
NS0725,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row4col4,MR08,"CL05,CL06",<0.001,0.001,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_CR1; field=p_normal_CR1_descriptive,5.733906005294877e-37,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0726,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row4col5,MR08,"CL05,CL06",0.031,0.031,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_date_two_way_CR1; field=SE,0.0319791698585505,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0727,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row4col6,MR08,"CL05,CL06",<0.001,0.001,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zG2; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,0.000915522257769,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0728,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row5col2,MR08,"CL05,CL06",0.049,0.049,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_CR1; field=coefficient,0.0457429738376808,coefficient per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0729,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row5col3,MR08,"CL05,CL06",0.011,0.011,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_CR1; field=SE,0.0104717720244924,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0730,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row5col4,MR08,"CL05,CL06",<0.001,0.001,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_CR1; field=p_normal_CR1_descriptive,1.2526493010730109e-05,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0731,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row5col5,MR08,"CL05,CL06",0.016,0.016,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_date_two_way_CR1; field=SE,0.0162110826505447,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0732,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row5col6,MR08,"CL05,CL06",0.003,0.003,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zRain24; LAD_date_two_way_CR1; field=p_normal_CR1_descriptive,0.0047768353140821,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0733,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row6col2,MR08,"CL05,CL06",-0.009,-0.009,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_CR1; field=coefficient,-0.0111336338261673,coefficient per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0734,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row6col3,MR08,"CL05,CL06",0.020,0.020,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_CR1; field=SE,0.0208437435905779,SE per design-column unit; regional rate/gap on 0–1 scale,main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
NS0735,55f5c4f30fc75473d9da354b2819d3f8298904b8be94104ca3e107276696af8c,A-T08,row6col4,MR08,"CL05,CL06",0.660,0.660,D:\Pyprogramme\STST2603\claude_branch\paper_revision_work_v2\R04\tables\Tables3_F_complete_coefficients.csv,main; E0; zTemp; LAD_CR1; field=p_normal_CR1_descriptive,0.5932394786581827,normal-reference p (not bootstrap),main all_valid,"Use complete current table with explicit target, population, units, covariance or OOF score definition; do not infer old p-values or historical samples.",current_table_replacement,,retain current location pending author structure decision,not_modified
